Name   Surname       HW1  HW2  HW3  HW4  HW5 Exam
Name33120   Surname33120         8    2    7    9    1    2
Name33121   Surname33121         9    7    3    9    2    4
Name33122   Surname33122         0    8    3    1    7    3
Name33123   Surname33123         9    5    8    0    5    1
Name33124   Surname33124         2    8    8    2    1    9
Name33125   Surname33125         1    8    4    3    2    1
Name33126   Surname33126         1    1    5    0    9    3
Name33127   Surname33127         5    6    8    3    2    6
Name33128   Surname33128         1    7    9    1    3    3
Name33129   Surname33129         6    7    6    4    4    5
Name33130   Surname33130         6    4    1    8    0    7
Name33131   Surname33131         3    1    8    8    6    3
Name33132   Surname33132         5    2    1    2    1    7
Name33133   Surname33133         5    3    4    6    4    1
Name33134   Surname33134         4    7    1    3    7    1
Name33135   Surname33135         0    7    3    9    3    9
Name33136   Surname33136         6    3    3    6    7    5
Name33137   Surname33137         1    7    8    4    1    7
Name33138   Surname33138         0    8    6    4    9    1
Name33139   Surname33139         5    6    8    5    4    7
Name33140   Surname33140         1    3    6    0    2    4
Name33141   Surname33141         2    2    4    1    6    7
Name33142   Surname33142         2    9    1    6    4    9
Name33143   Surname33143         6    1    5    9    8    9
Name33144   Surname33144         4    0    5    5    7    1
Name33145   Surname33145         4    7    4    2    6    9
Name33146   Surname33146         5    4    9    4    1    7
Name33147   Surname33147         9    4    1    8    3    9
Name33148   Surname33148         3    0    9    5    2    0
Name33149   Surname33149         7    1    3    9    3    1
Name33150   Surname33150         1    7    2    7    4    9
Name33151   Surname33151         3    2    6    4    1    9
Name33152   Surname33152         7    1    7    4    8    5
Name33153   Surname33153         5    7    3    7    9    2
Name33154   Surname33154         9    3    2    2    0    1
Name33155   Surname33155         4    3    4    0    7    9
Name33156   Surname33156         9    7    6    1    1    8
Name33157   Surname33157         1    2    1    0    9    2
Name33158   Surname33158         7    2    4    4    2    5
Name33159   Surname33159         2    0    9    1    7    8
Name33160   Surname33160         8    1    4    7    3    4
Name33161   Surname33161         0    1    9    4    3    7
Name33162   Surname33162         2    2    5    0    6    8
Name33163   Surname33163         3    2    5    3    2    5
Name33164   Surname33164         0    8    7    1    4    6
Name33165   Surname33165         7    8    5    4    2    7
Name33166   Surname33166         2    1    4    5    6    6
Name33167   Surname33167         6    0    6    7    0    6
Name33168   Surname33168         4    1    9    5    5    5
Name33169   Surname33169         1    9    3    2    1    7
Name33170   Surname33170         6    9    9    7    1    6
Name33171   Surname33171         4    6    2    0    0    1
Name33172   Surname33172         7    2    0    4    5    3
Name33173   Surname33173         2    2    5    0    5    8
Name33174   Surname33174         3    0    4    8    8    4
Name33175   Surname33175         7    1    6    5    5    9
Name33176   Surname33176         2    7    1    3    2    6
Name33177   Surname33177         2    5    2    6    2    7
Name33178   Surname33178         5    4    9    2    5    6
Name33179   Surname33179         1    9    2    2    4    7
Name33180   Surname33180         5    6    4    3    6    9
Name33181   Surname33181         5    1    2    9    5    8
Name33182   Surname33182         0    4    3    8    3    0
Name33183   Surname33183         4    0    4    6    2    1
Name33184   Surname33184         4    9    0    0    2    2
Name33185   Surname33185         4    3    0    4    3    5
Name33186   Surname33186         6    1    6    2    4    4
Name33187   Surname33187         3    4    4    0    7    9
Name33188   Surname33188         5    0    9    2    2    4
Name33189   Surname33189         6    6    5    1    0    8
Name33190   Surname33190         9    0    3    8    1    3
Name33191   Surname33191         7    2    8    5    2    8
Name33192   Surname33192         3    2    6    8    6    2
Name33193   Surname33193         8    3    1    9    2    4
Name33194   Surname33194         3    9    4    6    7    3
Name33195   Surname33195         0    6    5    2    3    0
Name33196   Surname33196         6    9    8    9    2    1
Name33197   Surname33197         8    7    3    3    2    8
Name33198   Surname33198         2    6    8    6    8    6
Name33199   Surname33199         2    6    5    1    7    3
Name33200   Surname33200         8    7    6    9    3    7
Name33201   Surname33201         8    2    3    4    9    4
Name33202   Surname33202         5    7    7    4    5    1
Name33203   Surname33203         6    5    9    0    7    0
Name33204   Surname33204         5    5    0    8    4    4
Name33205   Surname33205         7    4    3    5    6    8
Name33206   Surname33206         3    1    4    7    4    1
Name33207   Surname33207         6    3    6    3    4    0
Name33208   Surname33208         5    8    4    4    6    9
Name33209   Surname33209         6    6    0    2    6    7
Name33210   Surname33210         6    2    2    8    0    8
Name33211   Surname33211         6    7    2    5    8    0
Name33212   Surname33212         3    5    0    9    5    9
Name33213   Surname33213         8    6    5    5    5    3
Name33214   Surname33214         7    5    2    1    5    3
Name33215   Surname33215         8    6    0    4    2    3
Name33216   Surname33216         7    2    8    6    4    9
Name33217   Surname33217         7    1    7    4    1    3
Name33218   Surname33218         1    6    0    7    7    7
Name33219   Surname33219         9    1    1    2    4    1
Name33220   Surname33220         5    3    5    7    4    8
Name33221   Surname33221         2    7    6    5    9    8
Name33222   Surname33222         2    7    6    4    4    8
Name33223   Surname33223         3    2    4    5    3    1
Name33224   Surname33224         9    5    1    2    2    2
Name33225   Surname33225         2    9    0    4    1    1
Name33226   Surname33226         6    2    2    3    9    4
Name33227   Surname33227         8    6    2    4    8    3
Name33228   Surname33228         1    7    4    3    2    6
Name33229   Surname33229         2    8    0    5    2    1
Name33230   Surname33230         8    0    9    6    1    8
Name33231   Surname33231         7    5    2    5    8    2
Name33232   Surname33232         9    1    0    6    6    0
Name33233   Surname33233         7    4    1    5    9    0
Name33234   Surname33234         1    1    9    3    2    7
Name33235   Surname33235         5    5    1    0    2    4
Name33236   Surname33236         1    4    0    3    2    6
Name33237   Surname33237         6    6    2    9    7    1
Name33238   Surname33238         7    7    5    9    9    4
Name33239   Surname33239         4    5    5    3    9    1
Name33240   Surname33240         0    8    9    8    5    6
Name33241   Surname33241         2    6    1    2    1    0
Name33242   Surname33242         2    7    5    4    3    6
Name33243   Surname33243         4    0    6    4    3    2
Name33244   Surname33244         2    8    0    7    8    4
Name33245   Surname33245         7    1    9    1    3    3
Name33246   Surname33246         8    1    6    9    2    7
Name33247   Surname33247         9    7    2    4    3    7
Name33248   Surname33248         5    2    4    1    5    8
Name33249   Surname33249         3    9    8    0    0    5
Name33250   Surname33250         9    6    8    7    5    3
